 The system shall perform a search on the [system name] user display name and user name columns in the user tables to find the user and verify the user?s existence. ,,,,,,,,,,,,,,,,,2
"The user must have the flexibility to click any tab to commence the adding process, although the xxx Tab shall display as the default tab.",,,,,,,,,,,,,,,,,2
2.1.1.2.1.11 The system shall generate a standard confirmation message after saving data and warning/caution messages after the cancel or close button is clicked. ,,,,,,,,,,,,,,,,,1
The system shall clear up data if the user chooses to click the Cancel button in the midst of creating/adding a new user.,,,,,,,,,,,,,,,,,2
2.1 121.18 The user must fill in the required fields?User Name and Display Name?in the User Information section at the time of creating/adding a new user.,,,,,,,,,,,,,,,,,2
The system shall direct the user to the xxx Page if the user chooses to click the close button without entering any data.,,,,,,,,,,,,,,,,,2
The Project Team must demonstrate mockups of UI changes to project stakeholders early in the development process. ,,,,,,,,,,,,,,,,,1
" 2.1.1.2.1.17 The user must associate at least one role, division, designator code, and lab location at the time of creating/adding a new user. ",,,,,,,,,,,,,,,,,1
The Project Team must permit reasonable adjustment to the user interfaces of new functionality by project stakeholders when project schedule permits those adjustments.,,,,,,,,,,,,,,,,,2
The Project Team must perform applicable and appropriate testing against new functionality prior to releasing that functionality/build to the production environment.,,,,,,,,,,,,,,,,,2
 2.4.1.2 The project Team must allow a reasonable time to conduct User Acceptance Testing (UAT) against the built functionalities prior to deploying the product to the production environment.,,,,,,,,,,,,,,,,,2
The Development Team shall define coding standards for the application and follow those standards consistently.,,,,,,,,,,,,,,,,,2
 2.5.1.2 The Development Team shall be required to adjust existing source code to follow accepted coding standards only if that source code must be modified. ,,,,,,,,,,,,,,,,,1
"The system shall log errors, warnings, and informational messages to an external log file on the application server.",,,,,,,,,,,,,,,,,2
The Development Team shall be required to adjust existing source code to use the external log file only if that source code must be modified to implement another requirement.,,,,,,,,,,,,,,,,,1
2.5.2.3 The system shall log an error message to the external data file when the user is directed to the [SYSTEM NAME] error page.,,,,,,,,,,,,,,,,,1
2.6.1.2 The Development Team shall utilize established open source frameworks instead of proprietary custom components wherever appropriate. 2.6.1.3,,,,,,,,,,,,,,,,,2
The Technical Owner/Lead shall provide signof?f before any [SYSTEM NAME] build can be deployed to the production environment.,,,,,,,,,,,,,,,,,2
The Development Team shall perform weekly integrations of the [SYSTEM NAME] system and deploy these system updates to the Staging environment. ,,,,,,,,,,,,,,,,,2
