"As such D8 is a so-called common deliverable, beyond workpackage borders.",,,,,,,,,,,,,,,,,1
1 Introduction This section provides an oveIView of this project.,,,,,,,,,,,,,,,,,1
1.1 Purpose The putpose of this document is to describe functionality and behavior of the new agentMom fiamework.,,,,,,,,,,,,,,,,,1
This document is intended to be Viewed only by project advisor and committee members.,,,,,,,,,,,,,,,,,1
1.2 Scope This document covers the software requirements for the project?,,,,,,,,,,,,,,,,,1
App1ying Broadcasting/Multicasting/Secured Communication to agentMom in Multi? Agent Systems?.,,,,,,,,,,,,,,,,,1
"1.3 Definitions, Acronym & Abbreviations agentMom 1.2 refers to current implementation of agentMom New agentMom refers to this project, including agentMom with capability of broadcasting, multicasting and secured communication. ",,,,,,,,,,,,,,,,,1
"Unicast refers to one-to-one communication in such a way that a packet originates from a single Intemet host, and it is destined to a unique location of another Intemet host.",,,,,,,,,,,,,,,,,1
"Multicast refers to one-to-many communication in such a way that a packet Oiiginates from a single Intemet host, and it is destined to multiple receivers within the same multicast address.",,,,,,,,,,,,,,,,,1
"Broadcast refers to one-to-many communication in such a way that a packet Oiiginates from a single Internet host, and it is destined to all receivers within the same local network.",,,,,,,,,,,,,,,,,1
Orgagigtion refers to a set of agents.,,,,,,,,,,,,,,,,,1
Reorgagigtion refers to a situation where the previous organization structure is not ef?cient to succeed the mission Group refers to a set of agents who agiee to use the same multicast address to subscribe group message.,,,,,,,,,,,,,,,,,1
There is no ambition to strive for completeness in this document.,,,,,,,,,,,,,,,,,1
Time-To -Live (TIL) refers to the number of hops that multicast message is allowed to remain in the network before it is discarded by the router.,,,,,,,,,,,,,,,,,1
1.5 Overview The remainder of this document provides a greater detail functionality and requirement of the software.,,,,,,,,,,,,,,,,,1
"Section 2 desolibes product perspective, oveIall functionality, intended users, constraints and assumption of this software.",,,,,,,,,,,,,,,,,1
Section 3 provides general Use Cases and speci?c requirement of this software.,,,,,,,,,,,,,,,,,1
2 Overall Description This section provides an oveIView of the proj ect functionality and factors that affect this project and its requirements.,,,,,,,,,,,,,,,,,1
2.1 Product Perspective This project will be a fIaInework that provides reusability of agents communication .,,,,,,,,,,,,,,,,,1
"It is implemented in J ava and provides the basic building blocks for building agents, conversations between agents, and the message that are passed in the conversations.",,,,,,,,,,,,,,,,,1
2.1.1 Software InteIface ? java version 1.4.0 is required to use the software.,,,,,,,,,,,,,,,,,1
2.1.2 Communication Interface ? TCP/IP is used in order to send unicast message.,,,,,,,,,,,,,,,,,1
Multicast protocol is used in order to send multicast message.,,,,,,,,,,,,,,,,,1
UDP is used in order to send broadcast message.,,,,,,,,,,,,,,,,,2
2.2 Product Functions 2.2.1 Enable agents to broadcast a message to all the agents within the same local network.,,,,,,,,,,,,,,,,,2
2.2.2 Enable agents to multicast a message to all the agents within the same multicast address.,,,,,,,,,,,,,,,,,2
2.2.3 Enable agents to unicast a message to other agents within organization.,,,,,,,,,,,,,,,,,2
"2.2.4 Allow agents to choose among unicast, multicast and broadcast communication.",,,,,,,,,,,,,,,,,2
2.2.5 Allow agents to join and leave multicast group.,,,,,,,,,,,,,,,,,2
2.2.6 Provide message enc1yption and deCIyption techniques for secured communication. ,,,,,,,,,,,,,,,,,2
2.2.7 Allow agents to choose to encrypt or not to encrypt message.,,,,,,,,,,,,,,,,,1
"2.3 User Characteristics Users who want to implement multi? agent systems based on this framework are expected to have general knowledge of Java programming, object-on'ented programming and Multi? Agent Systems Engine eIing Methodology.",,,,,,,,,,,,,,,,,2
2.4.1 Reliable message deliver ? multicast/broadcast packets are delivered with best effort.,,,,,,,,,,,,,,,,,2
"Thus, a packet may be delivered to all speci?ed agents or none.",,,,,,,,,,,,,,,,,1
2.4.2 Security ? we provide some basic mechanisms for secu1ity such as message enCIyption.,,,,,,,,,,,,,,,,,1
"However, there is no guaIantee that the others cannot decrypt the enc1ypted messages.",,,,,,,,,,,,,,,,,2
"2.4.3 Multicast Protocol ? in order to send multicast message, netw01k environment such as router, netw01k card and operating systems must support multicast protocol.",,,,,,,,,,,,,,,,,2
"2.4.4 Broadcast Message ? in many network, only system administrator is allowed to send broadcast message.",,,,,,,,,,,,,,,,,1
2.5 Assumptions and Dependencies ,,,,,,,,,,,,,,,,,1
.2.5.1 We assume that each agent knows the address of destinating agents in order to send unicast message.,,,,,,,,,,,,,,,,,1
2.5.2 We assume that each agent has enough knowledge to decide the best way to communicate with the other agents.,,,,,,,,,,,,,,,,,1
"2.5.3 In the case of using secured multicast communication, we assume that there is an agent whom each agent can request for the same enc1yption and deCIyption key.",,,,,,,,,,,,,,,,,2
This agent should maintain a list of agents who are allowed to get the keys.,,,,,,,,,,,,,,,,,1
2.5.4 We assume that each agent knows the multicast address in order to send multicast message.,,,,,,,,,,,,,,,,,1
3 Specific Requirements This section provides all of the project requirements in detail.,,,,,,,,,,,,,,,,,1
Message is enCIypted or Message is not enc1ypted.,,,,,,,,,,,,,,,,,2
An agent sends notify to join/leave multicast group.,,,,,,,,,,,,,,,,,1
Message is deCIypted only if Message is enc1ypted.,,,,,,,,,,,,,,,,,1
"For example, Agent_B and Agent_D belong to the same group, and then Agent_B wants to leave the group and Agent_A wants to join the group.",,,,,,,,,,,,,,,,,2
"In this situation, when reorganization occurs, Agent_A who is previously not pan of the group may send notify message to join the group, and Agent_B who is previously part of the group, may send notify message to leave the group.",,,,,,,,,,,,,,,,,1
"For instance, Agent_B suffers a failure in one of its capabilities and does not want to receive any further message from the group.",,,,,,,,,,,,,,,,,2
Agent_A who may have capability to substitute Agent_B is needed to be pan of the group.,,,,,,,,,,,,,,,,,2
This involves sending notify of join and leave the group.,,,,,,,,,,,,,,,,,1
Message is encrypted or Message is not encrypted.,,,,,,,,,,,,,,,,,1
An agent sends multicast message to the group (multicast address).,,,,,,,,,,,,,,,,,1
Other agents in the group receive message.,,,,,,,,,,,,,,,,,2
"Message 1s decrypted only if Message 1s encrypted I11 this situation, Agent_ A wants to send a message to everyone within the group, assuming that Agent_A, Agent_B and Agent_C subscribe to the same multicast address.",,,,,,,,,,,,,,,,,1
This involves the multicast communication since other agents who do not belong to the group carmot receive this message.,,,,,,,,,,,,,,,,,2
"For instance, an agent may want to inform everyone in the group when the assigned tasks are completed.",,,,,,,,,,,,,,,,,1
This is more effective than in unicast communication since only one copy is sent.,,,,,,,,,,,,,,,,,1
"Also, using biddmgmarket-based protocols ?t well with this kind of communication An agent may request a bid from other agents for doing some tasks.",,,,,,,,,,,,,,,,,1
An agent sends message to everyone in the same local network.,,,,,,,,,,,,,,,,,1
Other agent in the same local network receive message.,,,,,,,,,,,,,,,,,1
"In this situation, Agent_A wants to send a message to everyone within the same local network that agent A belongs to.",,,,,,,,,,,,,,,,,1
This involves the broadcast communication since any agent in the same local network as Agent_A can receive this message.,,,,,,,,,,,,,,,,,1
"For instance, when a new agent who does not previously exist in that local network wants to armounce the existence to other agents.",,,,,,,,,,,,,,,,,1
3.2 Speci?c Requirement.,,,,,,,,,,,,,,,,,1
