1	0	a	administrator weborder system administrator must be able to access the weborder system via a web browser with https
2	0	a	sales person weborder system sales person must be able to access the weborder system via a web browser with https 
3	0	a	you must use all key sources such as password key file and or windows account details that were used when the master key was created 
4	0	a	by writing just one character the database will present all data which contains it or are related with it 
5	0	a	for example if user types abc and abc is part of a password and of a username both entries must be shown this feature is used to keep data organized in categories for easier access 
6	0	a	when creating a group subgroup the user must select a name 
7	0	a	in order for that to happen the user must select an entry first 
8	0	a	doing this he will be transferred at keepass website and choose the language he wants for downloading 
9	0	a	all public administrations across europe will have the capability of carrying out 100 of their procurement electronically where legally permissible thus creating a fairer and more transparent market for all companies independent of a company s size or location within the single market 
10	0	a	over the period 2006 2010 member states will focus their efforts on delivering those high impact services in europe which will contribute most to the achievement of the lisbon agenda 
11	0	a	1 1 need for a virtual company dossier a vcd will facilitate electronic tendering by providing cross border data and document solution that contains the necessary attestations and certificates typically required in etendering 
12	0	a	when a contracting authority publishes a contract notice it shall include the selection qualification and non exclusion criteria 
13	0	a	1 the vcd will support any authorised entities economic operator intermediary contracting authority or it service such as an etendering system in creating an electronic information package consisting of the required documentation evidences proof attestations certificates declarations and metadata 
14	0	a	2 in order to create the vcd an implemented it system will have to collect certificates and attestations from existing registries 
15	0	a	therefore the contracting authority must either specify the documentation that has to be submitted by economic operator or the criteria of qualitative selection and exclusion that have to be fulfilled by the economic operator 
16	0	a	work package 2 will not implement a common set of attestations 
17	0	a	the contracting authority will demand the full list of documents depending on the procurement process just from those economic operator which either are selected for the second phase or which are selected as the winner s in a one phase process 
18	0	a	the creation of uniform infrastructure in this heterogeneous domain will take some time as several different environments and stakeholders need to be involved and change may not be enforceable to all of them 
19	0	a	in this respect the vcd should support current practices of exchanging evidence in the short run and lead towards smooth reliable and sustainable exchange of electronic evidences among member states in the long run 
20	0	a	in the following we will introduce the staged maturity model for the vcd as depicted in figure 2 
21	0	a	every member state should develop a solution that meets the demands of basic interoperability 
22	0	a	an etendering system and a contracting authority must be able to interpret a vcd package assembled by a vcd application regardless of the implementation stage of the vcd application and the etendering system 
23	0	a	the first implementation level stage 1 is dependent upon these national requirements and will define a basic semantic interoperability model that supports the mutual recognition of certificates and qualification documents pre vcd mapping tool 
24	0	a	stage 4 vcd networked package will then provide a sophisticated method for changing the overall process from push to pull 
25	0	a	a contracting authority will receive a vcd on the basis of stage 2 and 3 push but the documents itself will not be submitted anymore 
26	0	a	the vcd networked package will provide the basis for further developments towards an electronic exchange of evidence 
27	0	a	2 1 3 2 level of completeness a vcd package will show its full potential when all the requested evidences all that are necessary to prove all requested criteria are contained in it 
28	0	a	having the relevant criteria in place the economic operator will be enabled to get a mapping to the national attestations that refer to those criteria via the pre vcd mapping tool 
29	0	a	 national criteria for qualitative selection and exclusion should have the right granularity and should be consistent among themselves 
30	0	a	the members of this work package must perform the mapping between national attestations and european criteria of qualitative selection and exclusion 
31	0	a	 which entity will host the mapping facility 
32	0	a	in dependence of the choice of infrastructures centralised decentralized and the organisation that governs the infrastructure and mapping facility it has to be defined who will be responsible to host the mapping facility 
33	0	a	a governing model with the necessary status and power must be formally defined in order to ensure fulfilment of functions like liability sustainability and maintainability 
34	0	a	the mapping facility must ensure sustainability of the system over time based on commonly agreed mapping schemes 
35	0	a	thus this stage will ensure the integration of different stages and interoperability as such 
36	0	a	therefore each national service provider that provides a vcd stage 2 4 and all relevant key other stakeholder such as economic operators contracting authorities and certifiers must be able to retrieve the latest mapping information from the mapping facility 
37	0	a	the member states shall supply the information generated from the analysis of the national context they represent 
38	0	a	 it will also be possible to identify the major issuing bodies of particular evidence 
39	0	a	thus this stage will ensure the integration of different stages and semantic interoperability in terms of mutual recognition 
40	0	a	the vcd system in stage 2 will be capable to compile a vcd package from different types of data 
41	0	a	therewith the contracting authority will be enabled to check the validity of the evidences contained within the vcd and whether the requested evidence adequately represents the fulfilment of the demanded criteria 
